Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
4BHK Multistorey Apartment for Rent in Goregaon West,190000.0,2200.0,4.0,3.0,Unfurnished,11.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001.0,Goregaon West,Goregaon West,172335.60090702947,156313.47021045754,141780.9253609592,128599.47878545053,116643.51817274424,105799.10945373625,95962.91106914851,87041.18917836601,78948.92442482177,71609.00174587007,64951.47550645811,,,,
2BHK Multistorey Apartment for Rent in Dattapada,40000.0,850.0,2.0,2.0,Unfurnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,1989.0,Dattapada,Dattapada,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,20202.71811982074,18324.460879656002,16620.82619469932,15075.579314920016,13673.994843464865,12402.716411306,11249.629398009976,10203.745485723333,9255.097946234315
2BHK Multistorey Apartment for Rent in Kaustubh Sun Moon CHS Ltd Bldg. 12 at Rajendra Nagar,40000.0,1200.0,2.0,2.0,Unfurnished,15.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2000.0,Rajendra,Kaustubh Sun Moon CHS Ltd Bldg. 12,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,20202.71811982074,18324.460879656002,16620.82619469932,15075.579314920016,13673.994843464865,,,,
1BHK Multistorey Apartment for Rent in Blue Empire Complex at Kandivali West,30000.0,575.0,1.0,2.0,Unfurnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Kandivali,Blue Empire Complex,27210.884353741494,24681.074243756455,22386.461899098824,20305.180860860608,18417.397606222774,16705.122545326776,,,,,,,,,
2BHK Multistorey Apartment for Rent in Mit Niketan at Kandivali East,43000.0,950.0,2.0,2.0,Unfurnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1995.0,Kandivali,Mit Niketan,39002.26757369615,35376.20641605092,32087.26205537498,29104.09256723354,26398.269902252643,23944.00898163505,21717.921978807295,19698.795445630203,17867.38815930177,16206.247763539017,14699.54445672473,13332.92014215395,12093.351602860725,10969.026397152584,
2BHK Multistorey Apartment for Rent in Hiranandani Gardens,120000.0,1250.0,2.0,2.0,Semi-Furnished,15.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2015.0,Hiranandani Gardens,Hiranandani Gardens,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Kalpataru Estate at Andheri East,85000.0,1244.0,3.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2005.0,Andheri,Kalpataru Estate,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,,,,,,
2BHK Multistorey Apartment for Rent in RNA COURTYARD CHS LTD at Mira Road Area,22000.0,970.0,2.0,2.0,Unfurnished,3.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005.0,Mira,RNA COURTYARD CHS LTD,19954.648526077097,18099.4544454214,16416.738726005802,14890.465964631114,13506.091577896701,12250.423199906303,11111.494965901407,10078.453483810801,9141.454407084626,,,,,,
2BHK Multistorey Apartment for Rent in Godrej The Trees at Pirojshanagar,110000.0,1150.0,2.0,2.0,Furnished,4.0,West,Garden/Park,Rent,Apartment,Mumbai,2012.0,Pirojshanagar,Godrej The Trees,99773.24263038549,90497.272227107,82083.69363002901,74452.32982315557,67530.4578894835,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Lodha New Cuffe Parade at Wadala,92000.0,955.0,2.0,3.0,Semi-Furnished,13.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1985.0,Wadala,Lodha New Cuffe Parade,83446.71201814059,75688.62768085313,68651.81649056972,62269.2213066392,56480.01932574984,51229.04247233545,46466.2516755877,42146.2600232088,38227.90024780844,34673.83242431604,31450.18813996919,28526.2477460038,25874.147615422946,23468.614617163665,21286.725276338922
3BHK Multistorey Apartment for Rent in Wadala West,120000.0,1728.0,3.0,3.0,Semi-Furnished,16.0,North - West,Garden/Park,Rent,Apartment,Mumbai,2016.0,Wadala West,Wadala West,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Evershine Millenium Paradise at Thakur Village, Kandivali East",45000.0,860.0,2.0,2.0,Semi-Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Thakur,Evershine Millenium Paradise,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Evershine Millenium Paradise at Thakur Village, Kandivali East",44000.0,890.0,2.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,1995.0,Thakur,Evershine Millenium Paradise,39909.297052154194,36198.9088908428,32833.477452011604,29780.931929262228,27012.183155793402,24500.846399812606,22222.989931802815,20156.906967621602,18282.908814169252,16583.137246412018,15041.394327811351,13642.9880524366,12374.592337810973,11224.120034295667,
3BHK Multistorey Apartment for Rent in Serendipity at Bandra Kurla Complex,200000.0,1650.0,3.0,3.0,Semi-Furnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2012.0,Bandra,Serendipity,181405.89569160997,164540.49495837637,149243.07932732548,135367.8724057374,122782.65070815184,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",58000.0,1030.0,2.0,2.0,Unfurnished,10.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Thakur,Epsilon,52607.70975056689,47716.74353792915,43280.49300492439,39256.68299766385,35606.96870536403,32296.570254298436,29293.941273740074,26570.468275501204,24100.197982314014,,,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Regent Hill at Powai,55000.0,650.0,1.0,2.0,Semi-Furnished,14.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2006.0,Powai,Hiranandani Regent Hill,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,,,,,,,
2BHK Multistorey Apartment for Rent in Gundecha Heights at Kanjurmarg West,45000.0,975.0,2.0,2.0,Semi-Furnished,4.0,East,Main Road,Rent,Apartment,Mumbai,2003.0,Kanjurmarg,Gundecha Heights,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,18698.429469036735,16960.02672928502,,,,,
1BHK Multistorey Apartment for Rent in Mulund East,25000.0,450.0,1.0,2.0,Semi-Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1962.0,Mulund East,Mulund East,22675.736961451246,20567.561869797046,18655.384915915685,16920.984050717176,15347.83133851898,13920.93545443898,12626.698824887962,11452.788049785,10388.016371687076,9422.23707182501,8546.246777165541,7751.69775706625,7031.018373756235,6377.340928577083,5784.436216396446
3BHK Multistorey Apartment for Rent in Sunteck City Avenue 1 at Goregaon West,90000.0,1740.0,3.0,3.0,Semi-Furnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Sunteck City Avenue 1,81632.65306122448,74043.22273126936,67159.38569729647,60915.54258258183,55252.19281866832,50115.36763598033,,,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Amrit Shakti powai at Chandivali,60000.0,970.0,2.0,2.0,Furnished,12.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2008.0,Chandivali,Nahar Amrit Shakti powai,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,,,,,,,,
3BHK Multistorey Apartment for Rent in Monte South at Byculla East,150000.0,1500.0,3.0,2.0,Unfurnished,20.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Byculla,Monte South,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Usha Nagar Society at Nahur West,28000.0,900.0,2.0,1.0,Semi-Furnished,1.0,South - East,Main Road,Rent,Apartment,Mumbai,2002.0,Nahur,Usha Nagar Society,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,14141.902683874518,12827.122615759201,11634.578336289524,10552.905520444012,,,,,
3BHK Multistorey Apartment for Rent in Oberoi Exquisite at Goregaon East,150000.0,1690.0,3.0,3.0,Semi-Furnished,14.0,North - East,Main Road,Rent,Apartment,Mumbai,2007.0,Goregaon,Oberoi Exquisite,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,83525.61272663389,75760.19294932777,68716.72829871,,,,,,,
2BHK Multistorey Apartment for Rent in White City at Kandivali East,57000.0,1300.0,2.0,2.0,Unfurnished,13.0,North,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,1992.0,Kandivali,White City,51700.68027210884,46894.041063137265,42534.27760828776,38579.84363563516,34993.055451823275,31739.732836120875,28788.873320744555,26112.3567535098,23684.67732744653,21482.700523761025,19485.442651937432,17673.87088611105,16030.721892164216,14540.33731715575,13188.514573383898
2BHK Multistorey Apartment for Rent in Kandivali West,40000.0,1575.0,2.0,2.0,Furnished,1.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2018.0,Kandivali West,Kandivali West,36281.179138322,32908.09899167527,,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Mahavir Universe at Bhandup West,50000.0,1177.0,3.0,2.0,Unfurnished,9.0,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,2001.0,Bhandup,Mahavir Universe,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,18844.47414365002,17092.493554331082,,,,
3BHK Multistorey Apartment for Rent in Hiranandani Gardens Florentine at Hiranandani Gardens,120000.0,1400.0,3.0,3.0,Furnished,11.0,East,Garden/Park,Rent,Apartment,Mumbai,2014.0,Hiranandani,Hiranandani Gardens Florentine,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Gorwani Palatial at Bandra West,150000.0,800.0,2.0,3.0,Furnished,7.0,South,Main Road,Rent,Apartment,Mumbai,2010.0,Bandra,Gorwani Palatial,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,83525.61272663389,,,,,,,,,
3BHK Multistorey Apartment for Rent in Marina Enclave at Jankalyan Nagar,55000.0,1211.0,3.0,3.0,Unfurnished,15.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2008.0,Jankalyan,Marina Enclave,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,,,,,,,,
2BHK Multistorey Apartment for Rent in Andheri,62000.0,1000.0,2.0,2.0,Unfurnished,6.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1987.0,Andheri,Andheri,56235.82766439909,51007.55343709667,46265.3545914709,41964.04044577859,38062.621719527066,34523.919927008676,31314.21308572215,28402.914363466803,25762.280601783947,23367.147938126025,21194.69200737054,19224.2104375243,17436.925566915463,15815.805502871166,14345.401816663187
2BHK Multistorey Apartment for Rent in Malad West,42000.0,970.0,2.0,2.0,Unfurnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2009.0,Malad West,Malad West,38095.23809523809,34553.503941259034,31341.046658738353,28427.253205204852,25784.356648711884,23387.171563457487,21212.85402581178,,,,,,,,
3BHK Multistorey Apartment for Rent in Oberoi Exquisite at Goregaon East,160000.0,1690.0,3.0,3.0,Semi-Furnished,5.0,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,1992.0,Goregaon,Oberoi Exquisite,145124.716553288,131632.3959667011,119394.46346186039,108294.29792458992,98226.12056652147,89093.98690840948,80810.87247928296,73297.84351862401,66483.30477879728,60302.317259680065,54695.97937385946,49610.865645224,44998.517592039905,40814.98194289333,37020.39178493726
2BHK Multistorey Apartment for Rent in Ekta Tripolis at Best Nagar Goregaon West,65000.0,1200.0,2.0,2.0,Semi-Furnished,12.0,North - East,Pool,Rent,Apartment,Mumbai,1995.0,Best,Ekta Tripolis,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,24497.816386745028,22220.241620630404,20154.414168372252,18280.647771766213,16581.08641430042,
2BHK Multistorey Apartment for Rent in Runwal Heights at Mulund West,50000.0,1120.0,2.0,2.0,Semi-Furnished,14.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2013.0,Mulund,Runwal Heights,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Krsna Kala Govardhangiri at Goregaon West,55000.0,682.0,3.0,2.0,Unfurnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2011.0,Goregaon,Krsna Kala Govardhangiri,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,,,,,,,,,
2BHK Multistorey Apartment for Rent in Dwarka Dham CHS at Ghatkopar East,55000.0,1070.0,2.0,2.0,Unfurnished,13.0,North - East,Main Road,Rent,Apartment,Mumbai,1995.0,Ghatkopar,Dwarka Dham CHS,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,17053.73506554575,15468.240422263718,14030.150042869584,
3BHK Multistorey Apartment for Rent in Oshiwara,160000.0,1960.0,3.0,3.0,Semi-Furnished,20.0,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Oshiwara,Oshiwara,145124.716553288,131632.3959667011,,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Samarth Aangan at Oshiwara,150000.0,1550.0,3.0,3.0,Furnished,17.0,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2010.0,Oshiwara,Samarth Aangan,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,83525.61272663389,,,,,,,,,
"1BHK Multistorey Apartment for Rent in Evershine Millenium Paradise at Thakur Village, Kandivali East",30000.0,555.0,1.0,1.0,Unfurnished,6.0,North,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2010.0,Thakur,Evershine Millenium Paradise,27210.884353741494,24681.074243756455,22386.461899098824,20305.180860860608,18417.397606222774,16705.122545326776,,,,,,,,,
2BHK Multistorey Apartment for Rent in Agarwal and Doshi Complex at Vasai,20000.0,1120.0,2.0,2.0,Semi-Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Vasai,Agarwal and Doshi Complex,18140.589569161,16454.049495837637,14924.307932732549,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Vasai West,12000.0,860.0,2.0,2.0,Unfurnished,2.0,West,Garden/Park,Rent,Apartment,Mumbai,2004.0,Vasai West,Vasai West,10884.353741496598,9872.429697502583,8954.584759639529,8122.072344344244,7366.959042489109,6682.0490181307105,6060.815435946222,5497.3382638968005,4986.247858409796,,,,,,
2BHK Multistorey Apartment for Rent in Borivali West,68000.0,1500.0,2.0,2.0,Furnished,1.0,South,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Borivali West,Borivali West,61678.00453514739,55943.76828584797,50742.64697129066,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Raheja Reflection at Kandivali East,80000.0,1500.0,3.0,3.0,Furnished,4.0,East,"Pool, Main Road",Rent,Apartment,Mumbai,2003.0,Kandivali,Raheja Reflection,72562.358276644,65816.19798335055,59697.231730930194,54147.14896229496,49113.06028326073,44546.99345420474,40405.43623964148,36648.921759312005,33241.65238939864,30151.158629840033,,,,,
2BHK Multistorey Apartment for Rent in Celestia Spaces at Sewri,120000.0,1200.0,2.0,2.0,Semi-Furnished,15.0,East,Main Road,Rent,Apartment,Mumbai,2017.0,Sewri,Celestia Spaces,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Mahindra The Great Eastern Gardens at Kanjurmarg West,82000.0,1250.0,3.0,3.0,Unfurnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2015.0,Kanjurmarg,Mahindra The Great Eastern Gardens,74376.41723356009,67461.60293293431,61189.66252420345,55500.827686352335,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Lodha New Cuffe Parade at Wadala East,120000.0,1764.0,3.0,3.0,Semi-Furnished,22.0,North,Garden/Park,Rent,Apartment,Mumbai,2010.0,Wadala,Lodha New Cuffe Parade,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,73669.5904248911,66820.4901813071,,,,,,,,,
4BHK Multistorey Apartment for Rent in MICL Aaradhya High Park at Mira Road Area,68000.0,1450.0,4.0,4.0,Furnished,25.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Mira,MICL Aaradhya High Park,61678.00453514739,55943.76828584797,50742.64697129066,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Bachraj Landmark at Virar West,24000.0,950.0,2.0,2.0,Furnished,12.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2012.0,Virar,Bachraj Landmark,21768.707482993195,19744.859395005165,17909.169519279058,16244.144688688488,14733.918084978219,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Andheri West,76000.0,1600.0,3.0,3.0,Semi-Furnished,9.0,North - East,Main Road,Rent,Apartment,Mumbai,2004.0,Andheri West,Andheri West,68934.24036281179,62525.38808418302,56712.37014438368,51439.79151418021,46657.4072690977,42319.6437814945,38385.16442765941,34816.4756713464,31579.56976992871,,,,,,
1BHK Multistorey Apartment for Rent in MICL Aaradhya High Park at Mira Road East,23000.0,750.0,1.0,2.0,Unfurnished,7.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2007.0,Mira,MICL Aaradhya High Park,20861.678004535148,18922.15692021328,17162.95412264243,15567.3053266598,14120.00483143746,12807.260618083863,11616.562918896925,10536.5650058022,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Cayenne  at MHADA Colony Chandivali,65000.0,1150.0,2.0,2.0,Unfurnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,MHADA,Nahar Cayenne,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Amrit Shakti powai at Chandivali,75000.0,1100.0,2.0,2.0,Semi-Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Chandivali,Nahar Amrit Shakti powai,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,31164.049115061225,,,,,,
2BHK Multistorey Apartment for Rent in Godrej Tranquil at Kandivali East,38001.0,706.0,2.0,2.0,Semi-Furnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2018.0,Kandivali,Godrej Tranquil,34468.02721088435,31263.516744566303,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Olivia at MHADA Colony Chandivali,63000.0,1000.0,2.0,2.0,Unfurnished,8.0,North - East,Main Road,Rent,Apartment,Mumbai,2010.0,MHADA,Nahar Olivia,57142.85714285714,51830.255911888555,47011.56998810753,42640.87980780728,38676.53497306783,35080.75734518623,,,,,,,,,
3BHK Multistorey Apartment for Rent in Sindhi Society at Chembur,100000.0,1300.0,3.0,3.0,Furnished,8.0,East,Main Road,Rent,Apartment,Mumbai,1996.0,Chembur,Sindhi Society,90702.94784580499,82270.24747918818,74621.53966366274,67683.9362028687,61391.32535407592,55683.74181775592,50506.79529955185,45811.15219914,41552.0654867483,37688.94828730004,34184.987108662164,31006.791028265,28124.07349502494,,
